Motion Profile: Recording - 4425 2018.03.83,,,,,,,,,
Left Output,Right Output,,Left Position,Right Position,,Left Velocity,Right Velocity,,
0.380254154,-0.362658847,,1.3740633,2.79E-05,,0.026105806,0,,
0.380254154,-0.362658847,,1.37414685,2.79E-05,,0.026864736,0,,
0.380254154,-0.362658847,,1.3742861,2.79E-05,,0.030905383,0,,
0.380254154,-0.362658847,,1.37448105,2.79E-05,,0.03277531,0,,
0.380254154,-0.362658847,,1.3745646,2.79E-05,,0.03146626,0,,
0.380254154,-0.362658847,,1.3747317,0,,0.037078951,0,,
0.434017595,-0.41544477,,1.37492665,2.79E-05,,0.038504744,0,,
0.434017595,-0.41544477,,1.37520515,0,,0.032690191,0,,
0.434017595,-0.41544477,,1.3755672,2.79E-05,,0.040437773,0,,
0.434017595,-0.41544477,,1.37565075,0,,0.042528012,0,,
0.434017595,-0.41544477,,1.3759014,0,,0.032911355,0,,
0.434017595,-0.41544477,,1.3759571,2.79E-05,,0.033427354,0,,
0.434017595,-0.41544477,,1.3761242,2.79E-05,,0.035192469,0,,
0.434017595,-0.41544477,,1.3762913,0,,0.039002871,0,,
0.434017595,-0.41544477,,1.3765141,2.79E-05,,0.042788554,0,,
0.434017595,-0.41544477,,1.3769597,2.79E-05,,0.043813419,0,,
0.434017595,-0.41544477,,1.37726605,0,,0.04569038,0,,
0.434017595,-0.41544477,,1.37732175,0,,0.045854,0,,
0.434017595,-0.41544477,,1.3776281,2.79E-05,,0.047993452,0,,
0.434017595,-0.41544477,,1.3779066,0,,0.051184268,0,,
0.434017595,-0.41544477,,1.37810155,0,,0.051981988,0,,
0.460410557,-0.442815249,,1.37832435,2.79E-05,,0.052723745,0,,
0.460410557,-0.442815249,,1.3789649,0,,0.044267832,0,,
0.460410557,-0.442815249,,1.3790206,2.79E-05,,0.045022835,0,,
0.460410557,-0.442815249,,1.37921555,0,,0.036861785,0,,
0.460410557,-0.442815249,,1.37932695,0,,0.027554137,0,,
0.309872923,-0.442815249,,1.3793548,0,,0.019177634,0,,
0.309872923,-0.442815249,,1.37932695,0,,0.019177634,0,,
0.309872923,-0.291300098,,1.37932695,0,,0.019177634,0,,
0.309872923,-0.291300098,,1.37932695,0,,0.019177634,0,,
0.309872923,-0.291300098,,1.37932695,0,,0.019177634,0,,
0,-0.291300098,,1.37932695,0,,0.019177634,0,,
0,-0.291300098,,1.37921555,2.79E-05,,-0.003182393,0,,
0,0,,1.3787978,2.79E-05,,-0.10601951,0,,
0,0,,1.3784079,2.79E-05,,-0.090823856,0,,
0,0,,1.37804585,0,,-0.06591911,0,,
0,0,,1.37748885,2.79E-05,,-0.072497722,0,,
0,0,,1.3766812,0,,-0.07875296,0,,
0,0,,1.3765141,2.79E-05,,-0.076356284,0,,
0,0,,1.3761799,2.79E-05,,-0.073402959,0,,
0,0,,1.3754001,2.79E-05,,-0.08479866,0,,SpitCubeCube
0,0,,1.37470385,0,,-0.081210133,0,,
0,0,,1.3745646,0,,-0.078406532,0,,
0,0,,1.3741747,2.79E-05,,-0.083505116,0,,
0,0,,1.37381265,2.79E-05,,-0.075247391,0,,
0,0,,1.3732835,2.79E-05,,-0.07842033,0,,
0,0,,1.37308855,0,,-0.083258595,0,,
0,0,,1.37236445,0,,-0.078329349,0,,SpitCubeCube
0,0,,1.37191885,0,,-0.069581512,0,,
0,0,,1.3717239,2.79E-05,,-0.075712781,0,,
0,0,,1.37136185,2.79E-05,,-0.067201544,0,,
0,0,,1.3710555,2.79E-05,,-0.067930971,0,,
0,0,,1.37086055,2.79E-05,,-0.059516495,0,,
0,0,,1.3704985,0,,-0.072970229,0,,
0,0,,1.37019215,0,,-0.057685835,0,,
0,0,,1.3694959,0,,-0.058260551,0,,SpitCubeCube
0,0,,1.3693845,0,,-0.059728701,0,,
0,0,,1.36907815,0,,-0.053829427,0,,
0,0,,1.3688275,2.79E-05,,-0.053624723,0,,
0,0,,1.36863255,0,,-0.049799951,0,,
0,0,,1.36835405,0,,-0.056960245,0,,
0,0,,1.3681034,2.79E-05,,-0.051045891,0,,
0,0,,1.36774135,0,,-0.051223101,0,,
0,0,,1.367435,0,,-0.050994484,0,,
0,0,,1.36735145,2.79E-05,,-0.047110566,0,,
0,0,,1.36718435,2.79E-05,,-0.037124052,0,,
0,0,,1.36701725,2.79E-05,,-0.03353553,0,,
0,0,,1.36690585,0,,-0.026874457,0,,
0,0,,1.3667666,0,,-0.027293887,0,,
0,0,,1.36662735,2.79E-05,,-0.029284193,0,,
0,0,,1.366321,2.79E-05,,-0.029747917,0,,SpitCubeCube
0,0,,1.3661539,2.79E-05,,-0.02589072,0,,
0,0,,1.36612605,2.79E-05,,-0.026063967,0,,
0,0,,1.36595895,2.79E-05,,-0.024907491,0,,
0,0,,1.3658754,0,,-0.021462287,0,,
0,0,,1.36579185,0,,-0.022583523,0,,
0,0,,1.3656526,2.79E-05,,-0.024459326,0,,
0,0,,1.36551335,2.79E-05,,-0.027396923,0,,
0,0,,1.36534625,2.79E-05,,-0.025191936,0,,
0,0,,1.3651513,2.79E-05,,-0.021682432,0,,
0,0,,1.36501205,0,,-0.021295102,0,,
0,0,,1.36490065,2.79E-05,,-0.022006894,0,,
0,0,,1.36484495,0,,-0.022195657,0,,
0,0,,1.36473355,2.79E-05,,-0.020764793,0,,
0,0,,1.36465,0,,-0.019704259,0,,
0,0,,1.3645386,2.79E-05,,-0.018863611,0,,
0,0,,1.36439935,2.79E-05,,-0.018146278,0,,
0,0,,1.36434365,2.79E-05,,-0.017179693,0,,
0,0,,1.3642601,0,,-0.016575284,0,,
0,0,,1.36417655,2.79E-05,,-0.016296199,0,,
0,0,,1.36412085,0,,-0.01594036,0,,
0,0,,1.36406515,0,,-0.014490114,0,,
0,0,,1.36400945,2.79E-05,,-0.012866341,0,,
0,0,,1.36389805,2.79E-05,,-0.012691252,0,,
0,0,,1.3638702,0,,-0.009411924,0,,
0,0,,1.36384235,2.79E-05,,-0.009411924,0,,
0,0,,1.36384235,2.79E-05,,-0.009411924,0,,
0,0,,1.36378665,0,,-0.006987502,0,,
0,0,,1.36378665,2.79E-05,,-0.006987502,0,,
0,0,,1.36378665,0,,-0.006987502,0,,
0,0,,1.36378665,0,,-0.006987502,0,,
0,0,,1.3637588,0,,-0.003466167,0,,SpitCubeCube
0,0,,1.3637588,0,,-0.003466167,0,,
0,0,,1.3637588,0,,-0.003466167,0,,
0,0,,1.3637588,0,,-0.003466167,0,,
0,0,,1.3637588,0,,-0.003466167,0,,
0,0,,1.3637588,0,,-0.003466167,0,,
0,0,,1.3637588,0,,-0.003466167,0,,
0,0,,1.3637588,0,,-0.003466167,0,,
0,0,,1.3637588,2.79E-05,,-0.003466167,0,,SpitCubeCube
0,0,,1.36378665,0,,-0.003466167,0,,
0,0,,1.36378665,0,,-0.003466167,0,,
0,0,,1.36378665,0,,-0.003466167,0,,
0,0,,1.36384235,0,,0,0,,
0,0,,1.36384235,0,,0,0,,
0,0,,1.36389805,2.79E-05,,0.001468762,0,,
0,0,,1.3639259,2.79E-05,,0.006720317,0,,SpitCubeCube
0,0,,1.3639259,0,,0.006720317,0,,
0,0,,1.3639259,0,,0.006720317,0,,
0,0,,1.3639259,2.79E-05,,0.006720317,0,,
0,0,,1.3639259,2.79E-05,,0.006720317,0,,
0,0,,1.3639259,2.79E-05,,0.006720317,0,,
0,0,,1.3639259,0,,0.006720317,0,,
0,0,,1.3639259,2.79E-05,,0.006720317,0,,
0,0,,1.3639259,2.79E-05,,0.006720317,0,,SpitCubeCube
0,0,,1.3639259,2.79E-05,,0.006720317,0,,
0,0,,1.3639259,0,,0.006720317,0,,
0,0,,1.3639259,0,,0.006720317,0,,
0,0,,1.3639259,2.79E-05,,0.006720317,0,,
0,0,,1.3639259,2.79E-05,,0.006720317,0,,
0,0,,1.3639259,0,,0.006720317,0,,
0,0,,1.3639259,0,,0.006720317,0,,
0,0,,1.3639259,2.79E-05,,0.006720317,0,,
0,0,,1.3639259,2.79E-05,,0.006720317,0,,
0,0,,1.3639259,2.79E-05,,0.006720317,0,,
0,0,,1.3639259,2.79E-05,,0.006720317,0,,
0,0,,1.3639259,2.79E-05,,0.006720317,0,,
0,0,,1.3639259,2.79E-05,,0.006720317,0,,
0,0,,1.3639259,0,,0.006720317,0,,SpitCubeCube
0,0,,1.3639259,0,,0.006720317,0,,
0,0,,1.3639259,0,,0.006720317,0,,
0,0,,1.3639259,2.79E-05,,0.006720317,0,,
0,0,,1.3639259,2.79E-05,,0.006720317,0,,
0,0,,1.3639259,2.79E-05,,0.006720317,0,,
0,0,,1.3639259,2.79E-05,,0.006720317,0,,
0,0,,1.3639259,2.79E-05,,0.006720317,0,,
0,0,,1.3639259,2.79E-05,,0.006720317,0,,
0,0,,1.3639259,2.79E-05,,0.006720317,0,,
0,0,,1.3639259,0,,0.006720317,0,,
0,0,,1.3639259,0,,0.006720317,0,,
0,0,,1.3639259,0,,0.006720317,0,,
0,0,,1.3639259,0,,0.006720317,0,,
0,0,,1.3639259,0,,0.006720317,0,,
0,0,,1.3639259,0,,0.006720317,0,,
0,0,,1.3639259,0,,0.006720317,0,,
0,0,,1.3639259,0,,0.006720317,0,,
0,0,,1.3639259,0,,0.006720317,0,,
0,0,,1.3639259,0,,0.006720317,0,,
0,0,,1.3639259,0,,0.006720317,0,,
0,0,,1.3639259,0,,0.006720317,0,,
0,0,,1.3639259,0,,0.006720317,0,,
0,0,,1.3639259,0,,0.006720317,0,,
0,0,,1.3639259,0,,0.006720317,0,,
0,0,,1.3639259,0,,0.006720317,0,,
0,0,,1.3639259,0,,0.006720317,0,,
0,0,,1.3639259,0,,0.006720317,0,,
0,0,,1.3639259,0,,0.006720317,0,,
0,0,,1.3639259,0,,0.006720317,0,,
0,0,,1.3639259,0,,0.006720317,0,,
0,0,,1.3639259,0,,0.006720317,0,,
0,0,,1.3639259,0,,0.006720317,0,,
0,0,,1.3639259,0,,0.006720317,0,,
0,0,,1.3639259,0,,0.006720317,0,,
0,0,,1.3639259,0,,0.006720317,0,,
0,0,,1.3639259,0,,0.006720317,0,,
0,0,,1.3639259,0,,0.006720317,0,,
0,0,,1.3639259,0,,0.006720317,0,,
0,0,,1.3639259,0,,0.006720317,0,,
0,0,,1.3639259,0,,0.006720317,0,,
0,0,,1.3639259,0,,0.006720317,0,,
0,0,,1.3639259,2.79E-05,,0.006720317,0,,
0,0,,1.3639259,2.79E-05,,0.006720317,0,,
0,0,,1.3639259,2.79E-05,,0.006720317,0,,
0,0,,1.3639259,2.79E-05,,0.006720317,0,,
0,0,,1.3639259,2.79E-05,,0.006720317,0,,
0,0,,1.3639259,2.79E-05,,0.006720317,0,,
0,0,,1.3639259,2.79E-05,,0.006720317,0,,
0,0,,1.3639259,2.79E-05,,0.006720317,0,,
0,0,,1.3639259,2.79E-05,,0.006720317,0,,
0,0,,1.3639259,2.79E-05,,0.006720317,0,,
0,0,,1.3639259,2.79E-05,,0.006720317,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,CancelCubeCube
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
0,0,,1.3639259,2.79E-05,,0,0,,
